,time,fav_count,id,lang,possibly_sensitive,source,text,user.id,user.name,user.handle,user.location,classifier_dilbert.label,classifier_dilbert.score,classifier_bert.label,classifier_bert.score
0,Mon Dec 05 20:37:05 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Comradnan Absolutely. One of the Wrexam players is scouse, but they have subtitles lol",498425661.0,Ed Bröwn,EdBrown19,"Ottawa, Canada",NEGATIVE,0.930967986583709,1 star,0.691771447658538
0,Mon Dec 05 20:37:03 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@RubinReport @elonmusk Musk is ruining the platform.,1.04e+18,Max Payne 🛋️,LesNesman2,"Ottawa, Ontario",NEGATIVE,0.999785244464874,1 star,0.6469461321830751
0,Mon Dec 05 20:37:02 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@hil_db Yeah mystically magically engaged to myself,8.27e+17,pomegranate girl,ssucker_baby,"Ottawa, Ontario",POSITIVE,0.9995844960212701,5 stars,0.7118088603019711
0,Mon Dec 05 20:37:02 +0000 2022,1,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@patty_fi 2.5 years clean for me bra. Keep it up fam,1.44e+18,Capt. Dill | S⭕️L,Diamondhandz91,"Ottawa, Ontario",POSITIVE,0.5351322293281551,5 stars,0.304949223995208
0,Mon Dec 05 20:37:00 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@JoyceMaalem @Yankeelibrarian Wife didn’t agreee. 😩,1.38e+18,ROSS ATKINS CONSCIENCE,RobertW47044430,"Ottawa, Ontario",NEGATIVE,0.9991791844367981,1 star,0.566902756690979
0,Mon Dec 05 20:37:00 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@BashirAhmaad The clown you support had to read out his own date of birth from a paper handed to him.
@MBuhari !!!… https://t.co/GHNhZkTeJi",1.56e+18,Emir of Onitsha,Official_Bukkie,"Ottawa, Ontario",NEGATIVE,0.9899694323539731,1 star,0.42829197645187306
0,Mon Dec 05 20:36:59 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@wickdchiq Jimmy Hendrix lived in East Van with his grandmother. Joe Fortes was from the Caribbean and taught most… https://t.co/A4YbUXhusx,1.49e+18,Ottawa centric,CentricOttawa,"Ottawa, Ontario",POSITIVE,0.874663591384887,4 stars,0.279955685138702
0,Mon Dec 05 20:36:59 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@JillianHortonMD @claire_p_kelly @jvipondmd He understands better than most that the purpose of professional defere… https://t.co/DiqNR3MkPp,1.26e+18,CovidSolutions🇺🇦🇺🇦🇺🇦,solutions_covid,"Ottawa, Ontario",NEGATIVE,0.53216278553009,5 stars,0.37646961212158203
0,Mon Dec 05 20:36:57 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WHAT A STRIKE 👏🏽,289576346.0,Kousha,KAminian11,"Ottawa, Ontario",NEGATIVE,0.9970211386680601,1 star,0.386788040399551
0,Mon Dec 05 20:36:56 +0000 2022,0,1.6e+18,und,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",😍 https://t.co/tdk91qSIlg,1.47e+18,sama'ila 🥷,isweeterman,"Gatineau, Québec",NEGATIVE,0.992217183113098,1 star,0.23200927674770302
0,Mon Dec 05 20:36:55 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@WrestleClips Gunther was so much more intimidating in NXT. Don’t know if it’s just me but he looks like he’s lost… https://t.co/iFvzDAvWU2,3309798409.0,Barrhaven Guy,BarrhavenGuy,"Ottawa, Ontario",NEGATIVE,0.9996545314788811,1 star,0.280857563018798
0,Mon Dec 05 20:36:54 +0000 2022,0,1.6e+18,en,False,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","2 bedrooms, 1 bathroom. Hardwood floors throughout.

$2,300/Monthly.

*Lease Rate is inclusive of parking &amp; utiliti… https://t.co/5ntLJ1AyIU",1.17e+18,TerraFirmaRE,TerraFirma_RE,Ottawa Ontario,NEGATIVE,0.9701216816902161,4 stars,0.32547852396965005
0,Mon Dec 05 20:36:53 +0000 2022,0,1.6e+18,und,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@hollyanndoan @environmentca 🤦‍♂️
https://t.co/H01jvFc8ho",190755617.0,Western Mark,Western_Mark,Ottawa,NEGATIVE,0.9809685349464411,5 stars,0.256974041461944
0,Mon Dec 05 20:36:52 +0000 2022,0,1.6e+18,en,False,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","This video clip literally brings tears to my eyes.

Kate Georgiades goes all out, risking personal injury and divin… https://t.co/RsyBdBlWnD",22299543.0,Alexander Rink,alexrink,Ottawa,POSITIVE,0.539948999881744,1 star,0.49463337659835804
0,Mon Dec 05 20:36:50 +0000 2022,1,1.6e+18,und,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@EdikCernenko Ofc,1.3e+18,Sleqo 🇨🇦,sleqo,OTTAWA ,POSITIVE,0.842478990554809,5 stars,0.22771391272544803
0,Mon Dec 05 20:36:46 +0000 2022,0,1.6e+18,fr,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Le Manitoba modernise son système de vente d'alcool.
#vin 
https://t.co/JvOgy963ty",49021907.0,Marc André Gagnon,vinquebec,"Gatineau, Québec, Canada",NEGATIVE,0.985065281391143,5 stars,0.44029980897903404
0,Mon Dec 05 20:36:45 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@Gr8SageEqlofHvn @scottdagostino @KORichardson Oh, right… lol… well you get my point. 😄",23558877.0,Hi-Fi Pizza 🇨🇦🍊,hifipizza,"Ottawa, Ontario, Canada",POSITIVE,0.97708660364151,5 stars,0.29136538505554205
0,Mon Dec 05 20:36:45 +0000 2022,0,1.6e+18,und,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@DefenceU ??,1.5e+18,Ottawa Gestapo,OttawaGestapo,"Ottawa, Ontario, CANADA ",NEGATIVE,0.9936864972114561,1 star,0.38905680179595903
0,Mon Dec 05 20:36:42 +0000 2022,0,1.6e+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","And I absolutely love the art, he seems in peace at least 🥺 #GenshinImpact https://t.co/QeN1hDc1sq",267515398.0,Julie,vedrien,"Ottawa, Ontario",POSITIVE,0.9988767504692071,5 stars,0.7267378568649291
0,Mon Dec 05 20:36:37 +0000 2022,0,1.6e+18,und,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gol

#KOR",972712861.0,OSP 🏛 (10-13-1),Ott_SensPage,"Ottawa, Ontario",NEGATIVE,0.9581553339958191,5 stars,0.42605751752853305
0,Mon Dec 05 20:36:35 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@calicoskatts Want me to call you and pretend it’s an emergency so you gotta go home? 😂😂,1.58e+18,Cole's 50 goals season,caufieldmania,"Ottawa, Canada",NEGATIVE,0.997147262096405,1 star,0.631874442100524
0,Mon Dec 05 20:36:33 +0000 2022,0,1.6e+18,und,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@LinkedInWin https://t.co/xSi1S6QjuG,22878146.0,Ginger Felix,Cmoremoney,"Ottawa, Ontario",NEGATIVE,0.988485455513,5 stars,0.255605340003967
0,Mon Dec 05 20:36:33 +0000 2022,0,1.6e+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@brendanshowbiz HE shouldn't. It's a pretty popular activity amongst those that don't spend their days wondering wh… https://t.co/6pbiqmBTCt,1.25e+18,Jay Watt 🇨🇦,JayWattOtt,"Ottawa, ON",POSITIVE,0.9959271550178521,1 star,0.335295110940933
0,Mon Dec 05 20:36:32 +0000 2022,1,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@SensBuzz Well he did get scratched (not by choice),1.4100000000000003e+18,PrimeTime Sens,primetimesens,"Ottawa, Ontario",NEGATIVE,0.9870797991752621,2 stars,0.341821759939193
0,Mon Dec 05 20:36:28 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hope you’re enjoying the show…,7.85e+17,Jean Goulard,jeangoulard1,"Ottawa, Ontario",POSITIVE,0.9998007416725151,5 stars,0.481094062328338
0,Mon Dec 05 20:36:20 +0000 2022,0,1.6e+18,en,False,"<a href=""https://app.agorapulse.com"" rel=""nofollow"">Agorapulse app</a>","As 2023 dawns, Association president Roy Goodall looks back at the accomplishments seen by the Association in 2022.… https://t.co/Lnw4hUkiT2",2927833970.0,National Association of Federal Retirees,fedretirees,"Ottawa, Canada",POSITIVE,0.998429119586944,5 stars,0.33586543798446605
0,Mon Dec 05 20:36:19 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@GourlayNataly @tone_loki @Yankees None of those three have ten consecutive years of competitive success under “the same” GM.,1.38e+18,ROSS ATKINS CONSCIENCE,RobertW47044430,"Ottawa, Ontario",NEGATIVE,0.993324100971221,1 star,0.470515608787536
0,Mon Dec 05 20:36:17 +0000 2022,0,1.6e+18,fr,False,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","La #Cdc étudie le projet de loi #C32 à l’étape du rapport. 

Renseignez-vous sur le projet de loi à… https://t.co/QfdcdhH5JP",8.44e+17,En Chambre,CdcChambre,"Ottawa, Canada",NEGATIVE,0.9863395690917961,4 stars,0.377870768308639
0,Mon Dec 05 20:36:16 +0000 2022,0,1.6e+18,en,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",@vonpeepster Oh! I was thinking of swallows! Well crud sorry! 🥴,489642652.0,GMan,GMan_Canada,"Ottawa, Ontario, Canada",NEGATIVE,0.9978996515274041,1 star,0.794352710247039
0,Mon Dec 05 20:36:08 +0000 2022,0,1.6e+18,fi,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Lytton  BC  49.6C https://t.co/GZwRMZzW2O,58198180.0,Steve Saideman,smsaideman,"Ottawa, Ontario",NEGATIVE,0.9924702644348141,4 stars,0.243944123387336
0,Mon Dec 05 20:36:07 +0000 2022,0,1.6e+18,ht,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cute Scaramouche #GenshinImpact 🥺 https://t.co/TgPy8nUWfO,267515398.0,Julie,vedrien,"Ottawa, Ontario",POSITIVE,0.971545219421386,4 stars,0.411465167999267
0,Mon Dec 05 20:36:07 +0000 2022,3,1.6e+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The last six games have been characterized not just by wins, but by the team's best stretch of defensive play. Here… https://t.co/BwAer4P5yq",58553055.0,Graeme Nichols,GraemeNichols,"Ottawa, ON",POSITIVE,0.998032391071319,4 stars,0.39972931146621704
0,Mon Dec 05 20:36:05 +0000 2022,0,1.6e+18,fr,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@iempyreen @nessouwww t’as regardé la vidéo avc macly et Carlitos ?,1.33e+18,disco.☔️,discofumier,"Ottawa, Ontario",NEGATIVE,0.9928418397903441,1 star,0.433304607868194
0,Mon Dec 05 20:36:04 +0000 2022,1,1.6e+18,en,False,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","The #HoC is considering Bill #C32 at report stage. 

Learn more about the Bill at https://t.co/J7os8kwKkb https://t.co/dnnMhfdjbU",8.44e+17,In the Chamber,HoCChamber,"Ottawa, Canada",NEGATIVE,0.9941793680191041,3 stars,0.25146210193634
0,Mon Dec 05 20:36:03 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@yearofthepoets Just gotta let you know you are STUNNING! ✨,1640558352.0,YoruBaddie™️,MizzayTee,YOW,POSITIVE,0.9995542168617241,5 stars,0.7087939977645871
0,Mon Dec 05 20:36:01 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@killgaspar You have to respect it atp,2945074713.0,Younus 🇲🇦,AFCboston,Ottawa,POSITIVE,0.9985296726226801,5 stars,0.33993318676948503
0,Mon Dec 05 20:35:51 +0000 2022,0,1.6e+18,tr,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Öyle bir isim ki Danimarka'da oynuyor, ilk adı İspanyol gibi, soyadı Japon gibimtrak... Açıp bakıyorsun Fildişi Sah… https://t.co/n6Tg4HBAMM",138406027.0,Baris Tumok,baristumok,"Ottawa, Ontario",NEGATIVE,0.983849763870239,1 star,0.36475163698196406
0,Mon Dec 05 20:35:44 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@PeteDominick He's got hoes in different timezones.

That is to say, he hoes for Trump in different timezones.",267416564.0,"Jon, Beastmon of the Woodlands",Beastmon_Jon,"Ottawa, Ontario",NEGATIVE,0.9146567583084101,3 stars,0.27185499668121305
0,Mon Dec 05 20:35:41 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@PurdysChocolate just had the North Pole Edition. You nailed it! Well worth it!,512274283.0,Chris FC,ChRiS86F,"Ottawa,ON",POSITIVE,0.9997931122779841,5 stars,0.708242654800415
0,Mon Dec 05 20:35:34 +0000 2022,0,1.6e+18,en,False,"<a href=""https://www.cityblast.com"" rel=""nofollow"">CityBlast.com</a>","The mortgage stress test was designed for a proverbial rainy day that has definitely arrived, Heather Scoffield wri… https://t.co/gN2wLkWiQc",2389893918.0,Cathy Burton,CBurtonBroker,Ottawa,POSITIVE,0.9692854285240171,4 stars,0.29326435923576305
0,Mon Dec 05 20:35:27 +0000 2022,1,1.6e+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@StarCityBen A magic card is 2.5""x3.5"" which is 8.75"" sq. 
x 2,400
= 21,000 inches sq. 
÷144 
= 145.8 ft. sq. 

Thi… https://t.co/R3N9dpxhdm",145524578.0,Kayle Hatt 💉💉💉💉,KayleHatt,"Ottawa, Ontario",NEGATIVE,0.9925647974014281,5 stars,0.298651486635208
0,Mon Dec 05 20:35:26 +0000 2022,0,1.6e+18,en,,"<a href=""http://octranspo1.com"" rel=""nofollow"">OC Transpo Live Updates</a>",56 King Edward: The trip is cancelled from Tunney's Pasture station 15:29 to King Edward/Union 16:11. Next trip is 13 minutes later.,376835873.0,OC Transpo Live,OCTranspoLive,"Ottawa, Ontario, Canada",NEGATIVE,0.9992781281471251,1 star,0.474445223808288
0,Mon Dec 05 20:35:25 +0000 2022,0,1.6e+18,da,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@MASKEDMANIACXXX Lynda Carter,1.5e+18,Steve,NightSongs1986,"Ottawa, Ontario",POSITIVE,0.708606958389282,5 stars,0.36615332961082403
0,Mon Dec 05 20:35:24 +0000 2022,0,1.6e+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@ShawnaActually It was so fascinating. They had so many sauces to choose from (all a mystery to me, someone who nei… https://t.co/KP8xsMjHcZ",51556323.0,Vanessa@TurnipseedTravel,turnipseeds,Ottawa,POSITIVE,0.9960390329360961,5 stars,0.37676736712455705
0,Mon Dec 05 20:35:22 +0000 2022,5,1.6e+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Hi friends! 

Here's an updated list of some other places you can find me 👇👇👇

✨TikTok:https://t.co/k56Xyx9z6y

✨In… https://t.co/OSck6Nwp1k",1107296448.0,Rachel Gilmore,atRachelGilmore,"Ottawa, Ontario",NEGATIVE,0.8664972186088561,5 stars,0.40266418457031206
0,Mon Dec 05 20:35:18 +0000 2022,0,1.6e+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@BlackshepSusan @realdocv I think that is a very important determination to be made. I don't see the comparisons as too similar.,224691493.0,Ken Jaques 🇨🇦 ❤️🥄,kenjaques,Ottawa Canada,POSITIVE,0.989506781101226,4 stars,0.48188346624374306
0,Mon Dec 05 20:35:17 +0000 2022,0,1.6e+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Money for the poor? Sorry don't have any.  Forgive student debt? Nope can't do.

NEW BOMBER THAT IS NOT NEEDED? - Y… https://t.co/OcMTFM4i1m",262822001.0,Maüricio Gomez - Fully vaccinated -,alloverthemapMG,"Ottawa, Ontario - Canada",NEGATIVE,0.9957190155982971,1 star,0.7425904273986811
0,Mon Dec 05 20:35:16 +0000 2022,1,1.6e+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Meet the speakers 4the #Bill23 Townhall w/ @AcornHamilton  @TorontoACORN  @acorn_london  @PeelACORN on Wed from 6:3… https://t.co/713O0Y97TA,3079657287.0,Ottawa ACORN,OttawaACORN,"Ottawa, Ontario",NEGATIVE,0.9398744702339171,5 stars,0.397529929876327
0,Mon Dec 05 20:35:15 +0000 2022,0,1.6e+18,fr,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@klv4mp @joh4nliebert wsh j’étais en S, faut que jbosse quoi ? puis philo j’avais juste à me mettre une race avant l’examen",1.28e+18,le s,roymuustang,"Ottawa, Ontario",NEGATIVE,0.9598005414009091,1 star,0.35892483592033303
0,Mon Dec 05 20:35:14 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@AxskullTV @TSN1200 Probably way way way way way way… way way way way Wayyyyyyyyy WAYYYYY more than we need YOU Caleb.,1.5899999999999997e+18,Jersey McGee,SensJersey,"Ottawa, Ontario",NEGATIVE,0.9724714756011961,5 stars,0.44838139414787204
0,Mon Dec 05 20:35:13 +0000 2022,0,1.6e+18,und,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://t.co/1AScnN0xas,132976045.0,Somerset West CHC,SWCHC,"Ottawa, Ontario",NEGATIVE,0.991423428058624,1 star,0.252033054828643
0,Mon Dec 05 20:35:12 +0000 2022,0,1.6e+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Canada tweaks immigration programs to ease labour pains https://t.co/HUnLPJENwL via @Yahoo,413529865.0,Tamara M-K,TTRRMK,"Ottawa, ON",NEGATIVE,0.9049547314643861,1 star,0.25549352169036804
0,Mon Dec 05 20:35:11 +0000 2022,0,1.6e+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ayo fuck walt for this https://t.co/MrBZGSpEJB,274226733.0,Cup A' Jo,CupAJoArt,"Ottawa, Ontario, Canada",NEGATIVE,0.9944913387298581,1 star,0.49806511402130105
0,Mon Dec 05 20:35:10 +0000 2022,0,1.6e+18,fr,False,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Il vous reste seulement 1️⃣ semaine pour miser sur ces vélos qui ont permis à nos athlètes de remporter des médaill… https://t.co/gBqANN0DeE,588483001.0,Cycling Canada,CyclingCanada,"Ottawa, Ontario",NEGATIVE,0.990344047546386,5 stars,0.280776321887969
0,Mon Dec 05 20:35:08 +0000 2022,0,1.6e+18,en,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This is the incorrect attitude. If researchers didn't spread the word of what we find. 

No one would know they are… https://t.co/KfDveBWvek",41870240.0,The Cookie Lady but Festive 🎄🎁☃️🎅🤶,MeTheCookieLady,Ottawa,NEGATIVE,0.9992079138755791,1 star,0.63622373342514
0,Mon Dec 05 20:35:03 +0000 2022,0,1.6e+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Checkout these new juice brands/flavors EF2E have been creating. Coming soon to a portable near you! https://t.co/KyDrUMu2Wc,3084216316.0,Samantha Dowdall,MrsSDowdall,"Ottawa, Ontario",POSITIVE,0.9934559464454651,5 stars,0.627107977867126
0,Mon Dec 05 20:35:02 +0000 2022,1,1.6e+18,en,False,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Today is International #VolunteerDay! Thank you to the hundreds of NCC volunteers who help bring our capital to lif… https://t.co/MYNY1FKvJz,111878564.0,National Capital Commission,NCC_CCN,"Ottawa-Gatineau, Canada",POSITIVE,0.9990208148956291,5 stars,0.668257236480712
0,Mon Dec 05 20:35:02 +0000 2022,4,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My eldest daughter had to fill in a questionnaire about something and one of the questions was “What was the best a… https://t.co/f7rmmtT5aq,896126557.0,Scribulatora,Scribulatora,"Ottawa, Ontario",NEGATIVE,0.7579568624496461,5 stars,0.301835268735885
0,Mon Dec 05 20:35:02 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@HabsLaughs Hard pass,8.36e+17,Michael Morgan,CapnMorgan86,"Ottawa, Ontario",NEGATIVE,0.99495255947113,5 stars,0.284301429986953
0,Mon Dec 05 20:35:00 +0000 2022,0,1.6e+18,fr,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@IsmazosZgb @juvenalmunubo Le PR consulte bcp de gens et donc VK aussi. Mais ses ambitions démesurées et sa mégalom… https://t.co/tkQgiGvqlb,1.1100000000000001e+18,FOFO70,NkoyFofo,"Gatineau, Québec",NEGATIVE,0.989997684955596,2 stars,0.342468112707138
0,Mon Dec 05 20:35:00 +0000 2022,0,1.6e+18,und,True,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#ButDontForgetTo @brainsofblondie https://t.co/Nk9wF3T8py,76822527.0,Dan McCormick,tvmoviedan,"Ottawa, Ontario",NEGATIVE,0.9930834770202631,1 star,0.349153757095336
0,Mon Dec 05 20:34:57 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@MakendiMaeva Well if that’s what you think, I think otherwise. Like every family, there are duties and roles for e… https://t.co/qWTQpr5PGi",1.34e+18,"Menzefo Dahlia 🇨🇲🇨🇦/ QRC, AfrRoyFam ⭐⭐⭐⭐⭐🥉",DahliaZef,"Gatineau, Quebec, Canada",NEGATIVE,0.773123383522033,4 stars,0.359907150268554
0,Mon Dec 05 20:34:56 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@SylviaJonesMPP Shame on you, @SylviaJonesMPP @fordnation #dosomething #bringback masks",91034692.0,Karyn H,mllekaryn,"Ottawa, Ontario",NEGATIVE,0.9991533756256101,1 star,0.46527439355850203
0,Mon Dec 05 20:34:54 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@MadScientistFF Oysters,115177561.0,Pat McFee,TheRealPatMcFee,"Ottawa, Ontario, Canada",NEGATIVE,0.966460585594177,1 star,0.27413699030876104
0,Mon Dec 05 20:34:54 +0000 2022,0,1.6e+18,en,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@theScantman @skydrama @OntarioWedges has a great resource on Google maps. Awesome history of tornadoes in #ON. Als… https://t.co/0NGkqCRI3b,4506642797.0,Tom Smetana 🇨🇦 🌪,twstdbro,"Ottawa, Ontario",POSITIVE,0.998503565788269,5 stars,0.576323151588439
0,Mon Dec 05 20:34:50 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The top teams always have tons of FW (this season I have 6Cs and 4CW who get FW). And the goalie market is THIN bec… https://t.co/UI56HiMa8o,288489684.0,JPW,theJPW,Ottawa,NEGATIVE,0.9993378520011901,1 star,0.24488618969917203
0,Mon Dec 05 20:34:50 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TREA FUCKING TURNER,8.94e+17,cody,CodyV002,"Ottawa, Ontario",NEGATIVE,0.993900775909423,1 star,0.48393702507019004
0,Mon Dec 05 20:34:48 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@JoyceMaalem @Yankeelibrarian Yankees, under Cashman, have been very strong competitors every year. No other GM com… https://t.co/IyJnvOondT",1.38e+18,ROSS ATKINS CONSCIENCE,RobertW47044430,"Ottawa, Ontario",NEGATIVE,0.9741694331169121,5 stars,0.565414607524871
0,Mon Dec 05 20:34:48 +0000 2022,0,1.6e+18,ar,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",مبين معصب اليوم، بتمرق https://t.co/zGHmQbdplz,83182501.0,عدنان حسون,ottawachief,Ottawa,NEGATIVE,0.9711306095123291,1 star,0.5320029258728021
0,Mon Dec 05 20:34:47 +0000 2022,0,1.6e+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@MyCatBaileys Fine, I will make it simple for you. If this were in a black neighborhood and people needed an HIV sc… https://t.co/VYIG4mLmpR",1.52e+18,Sabrina 🇨🇦,FreedomBina,"Ottawa, Ontario",POSITIVE,0.9931997656822201,4 stars,0.43790179491043
0,Mon Dec 05 20:34:46 +0000 2022,0,1.6e+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Great weekend in Oshawa.  The girls both finish in top 3 and Alix team gets an invite to the worlds. https://t.co/E2JGXF4fDx,191672042.0,Mark Lavigne,mlavigne74,Ottawa,POSITIVE,0.998828589916229,5 stars,0.64027988910675
0,Mon Dec 05 20:34:45 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@atrupar A loser calling over 70% of the US population and its judiciary FOOLS. OH MY!,1.5899999999999997e+18,Badda Boomer,Richard83549597,"Ottawa, Ontario",NEGATIVE,0.9984044432640071,1 star,0.8757859468460081
0,Mon Dec 05 20:34:44 +0000 2022,0,1.6e+18,fr,False,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Aujourd’hui est la Journée internationale des bénévoles! Merci aux centaines de bénévoles de la CCN qui contribuent… https://t.co/9Qn8A3jpI9,2239497475.0,Commission de la capitale nationale,CCN_NCC,Ottawa-Gatineau,NEGATIVE,0.8235224485397331,5 stars,0.573058784008026
